date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
2017-08-19,15:00,Championship,Matchweek 4,Sat,Home,W,4,2,Norwich City,37,29157,John Terry,4-4-1-1,Jeremy Simpson,Match Report,,20,8,,,0,0,2017,Aston Villa
2017-08-25,19:45,Championship,Matchweek 5,Fri,Away,D,1,1,Bristol City,49,21542,John Terry,3-4-3,Geoff Eltringham,Match Report,,12,4,,,0,0,2017,Aston Villa
2017-09-09,15:00,Championship,Matchweek 6,Sat,Home,D,0,0,Brentford,49,29799,John Terry,4-3-3,Scott Duncan,Match Report,,10,1,,,0,0,2017,Aston Villa
2017-09-12,19:45,Championship,Matchweek 7,Tue,Home,D,0,0,Middlesbrough,71,26631,John Terry,4-3-3,James Linington,Match Report,,18,6,,,0,0,2017,Aston Villa
2017-09-16,17:30,Championship,Matchweek 8,Sat,Away,W,3,0,Barnsley,39,14633,John Terry,4-4-2,Simon Hooper,Match Report,,10,7,,,1,1,2017,Aston Villa
2017-09-23,17:30,Championship,Matchweek 9,Sat,Home,W,2,1,Nott'ham Forest,36,28554,John Terry,4-4-2,Tim Robinson,Match Report,,12,4,,,0,0,2017,Aston Villa
2017-09-26,19:45,Championship,Matchweek 10,Tue,Away,W,4,0,Burton Albion,49,5786,John Terry,4-4-2,Jonathan Moss,Match Report,,10,5,,,0,0,2017,Aston Villa
2017-09-30,15:00,Championship,Matchweek 11,Sat,Home,W,1,0,Bolton,61,31451,John Terry,4-4-2,Jeremy Simpson,Match Report,,11,3,,,1,1,2017,Aston Villa
2017-10-14,17:30,Championship,Matchweek 12,Sat,Away,L,0,2,Wolves,45,30239,John Terry,4-4-2,Andrew Davies,Match Report,,7,1,,,0,0,2017,Aston Villa
2017-10-21,15:00,Championship,Matchweek 13,Sat,Home,W,2,1,Fulham,32,30724,John Terry,4-4-1-1,Mike Jones,Match Report,,15,6,,,0,0,2017,Aston Villa
2017-10-29,12:00,Championship,Matchweek 14,Sun,Away,D,0,0,Birmingham City,46,24408,John Terry,4-4-1-1,Andy Madley,Match Report,,13,4,,,0,0,2017,Aston Villa
2017-11-01,19:45,Championship,Matchweek 15,Wed,Away,W,2,0,Preston,42,14212,John Terry,4-4-1-1,Peter Bankes,Match Report,,9,3,,,0,0,2017,Aston Villa
2017-11-04,15:00,Championship,Matchweek 16,Sat,Home,L,1,2,Sheffield Weds,56,33154,John Terry,4-4-2,Geoff Eltringham,Match Report,,12,4,,,0,0,2017,Aston Villa
2017-11-18,15:00,Championship,Matchweek 17,Sat,Away,W,2,1,QPR,49,16934,James Chester,4-4-1-1,Darren England,Match Report,,26,6,,,1,1,2017,Aston Villa
2017-11-21,19:45,Championship,Matchweek 18,Tue,Home,W,2,1,Sunderland,43,27662,James Chester,4-4-1-1,Steve Martin,Match Report,,8,5,,,0,0,2017,Aston Villa
2017-11-25,15:00,Championship,Matchweek 19,Sat,Home,W,2,0,Ipswich Town,58,30427,James Chester,4-2-3-1,Tony Harrington,Match Report,,16,5,,,0,0,2017,Aston Villa
2017-12-01,19:45,Championship,Matchweek 20,Fri,Away,D,1,1,Leeds United,48,30547,James Chester,4-4-1-1,Peter Bankes,Match Report,,8,4,,,0,0,2017,Aston Villa
2017-12-09,15:00,Championship,Matchweek 21,Sat,Home,D,0,0,Millwall,56,29628,James Chester,4-4-1-1,Andrew Davies,Match Report,,14,1,,,0,0,2017,Aston Villa
2017-12-16,15:00,Championship,Matchweek 22,Sat,Away,L,0,2,Derby County,67,28118,James Chester,4-4-1-1,Lee Probert,Match Report,,13,2,,,0,0,2017,Aston Villa
2017-12-23,17:30,Championship,Matchweek 23,Sat,Home,D,2,2,Sheffield Utd,61,35210,James Chester,4-4-1-1,Simon Hooper,Match Report,,13,3,,,1,1,2017,Aston Villa
2017-12-26,19:30,Championship,Matchweek 24,Tue,Away,L,1,2,Brentford,47,11341,James Chester,4-4-1-1,Keith Stroud,Match Report,,9,5,,,0,0,2017,Aston Villa
2017-12-30,15:00,Championship,Matchweek 25,Sat,Away,W,1,0,Middlesbrough,55,29422,James Chester,4-1-4-1,Andy Madley,Match Report,,11,5,,,0,0,2017,Aston Villa
2018-01-01,17:30,Championship,Matchweek 26,Mon,Home,W,5,0,Bristol City,50,32604,James Chester,4-1-4-1,Andrew Davies,Match Report,,13,6,,,0,0,2017,Aston Villa
2018-01-13,17:30,Championship,Matchweek 27,Sat,Away,W,1,0,Nott'ham Forest,40,25433,John Terry,4-1-4-1,James Linington,Match Report,,8,4,,,0,0,2017,Aston Villa
2018-01-20,15:00,Championship,Matchweek 28,Sat,Home,W,3,1,Barnsley,56,31869,John Terry,4-1-4-1,Scott Duncan,Match Report,,13,6,,,0,0,2017,Aston Villa
2018-01-30,19:45,Championship,Matchweek 29,Tue,Away,W,1,0,Sheffield Utd,47,26477,John Terry,4-1-4-1,Jeremy Simpson,Match Report,,9,3,,,0,0,2017,Aston Villa
2018-02-03,15:00,Championship,Matchweek 30,Sat,Home,W,3,2,Burton Albion,48,33022,John Terry,4-1-4-1,David Coote,Match Report,,12,5,,,0,0,2017,Aston Villa
2018-02-11,12:00,Championship,Matchweek 31,Sun,Home,W,2,0,Birmingham City,55,41233,John Terry,4-1-4-1,Peter Bankes,Match Report,,14,3,,,0,0,2017,Aston Villa
2018-02-17,15:00,Championship,Matchweek 32,Sat,Away,L,0,2,Fulham,37,24547,John Terry,4-1-4-1,Tony Harrington,Match Report,,7,2,,,0,0,2017,Aston Villa
2018-02-20,19:45,Championship,Matchweek 33,Tue,Home,D,1,1,Preston,52,30894,John Terry,4-1-4-1,Darren England,Match Report,,12,6,,,1,1,2017,Aston Villa
2018-02-24,15:00,Championship,Matchweek 34,Sat,Away,W,4,2,Sheffield Weds,51,28604,John Terry,4-4-2,Niel Swarbrick,Match Report,,16,10,,,1,1,2017,Aston Villa
2018-03-06,19:45,Championship,Matchweek 36,Tue,Away,W,3,0,Sunderland,50,26081,John Terry,4-4-1-1,Andy Madley,Match Report,,12,5,,,0,0,2017,Aston Villa
2018-03-10,17:30,Championship,Matchweek 37,Sat,Home,W,4,1,Wolves,40,37836,John Terry,4-1-4-1,David Coote,Match Report,,11,4,,,0,0,2017,Aston Villa
2018-03-13,19:45,Championship,Matchweek 35,Tue,Home,L,1,3,QPR,61,30228,John Terry,4-1-4-1,Tim Robinson,Match Report,,15,4,,,0,0,2017,Aston Villa
2018-03-17,17:30,Championship,Matchweek 38,Sat,Away,L,0,1,Bolton,57,19304,John Terry,4-1-4-1,Robert Jones,Match Report,,11,3,,,0,0,2017,Aston Villa
2018-03-31,17:30,Championship,Matchweek 39,Sat,Away,D,0,0,Hull City,48,16133,John Terry,4-1-4-1,Andrew Davies,Match Report,,11,3,,,0,0,2017,Aston Villa
2018-04-03,19:45,Championship,Matchweek 40,Tue,Home,W,3,0,Reading,79,29223,John Terry,4-1-4-1,Darren Bond,Match Report,,28,13,,,0,0,2017,Aston Villa
2018-04-07,12:30,Championship,Matchweek 41,Sat,Away,L,1,3,Norwich City,57,26278,John Terry,4-1-4-1,Peter Bankes,Match Report,,10,2,,,0,0,2017,Aston Villa
2018-04-10,19:45,Championship,Matchweek 42,Tue,Home,W,1,0,Cardiff City,60,32560,James Chester,4-1-4-1,Jeremy Simpson,Match Report,,13,4,,,0,0,2017,Aston Villa
2018-04-13,19:45,Championship,Matchweek 43,Fri,Home,W,1,0,Leeds United,53,33374,James Chester,4-1-4-1,Tony Harrington,Match Report,,17,5,,,0,0,2017,Aston Villa
2018-04-21,15:00,Championship,Matchweek 44,Sat,Away,W,4,0,Ipswich Town,66,20034,James Chester,4-1-4-1,Simon Hooper,Match Report,,21,6,,,0,0,2017,Aston Villa
2018-04-28,15:00,Championship,Matchweek 45,Sat,Home,D,1,1,Derby County,72,41745,John Terry,4-1-4-1,Scott Duncan,Match Report,,24,6,,,0,0,2017,Aston Villa
2018-05-06,12:30,Championship,Matchweek 46,Sun,Away,L,0,1,Millwall,60,17195,James Chester,4-1-4-1,Tim Robinson,Match Report,,14,5,,,0,0,2017,Aston Villa
2018-05-12,17:15,Championship,Semi-finals,Sat,Away,W,1,0,Middlesbrough,38,29233,John Terry,4-1-4-1,Robert Madley,Match Report,Leg 1 of 2,11,4,,,0,0,2017,Aston Villa
2018-05-15,19:45,Championship,Semi-finals,Tue,Home,D,0,0,Middlesbrough,46,40505,John Terry,4-1-4-1,Mike Dean,Match Report,Leg 2 of 2; Aston Villa won,15,5,,,0,0,2017,Aston Villa
2018-05-26,17:00,Championship,Final,Sat,Neutral,L,0,1,Fulham,49,85243,John Terry,4-1-4-1,Anthony Taylor,Match Report,,12,2,,,0,0,2017,Aston Villa
2017-08-05,15:00,Championship,Matchweek 1,Sat,Away,L,0,1,Wolves,52,29692,Ben Gibson,4-3-1-2,Darren Bond,Match Report,,5,2,,,0,0,2017,Middlesbrough
2017-08-12,17:30,Championship,Matchweek 2,Sat,Home,W,1,0,Sheffield Utd,50,26876,Ben Gibson,4-3-3,Peter Bankes,Match Report,,15,2,,,0,0,2017,Middlesbrough
2017-08-15,19:45,Championship,Matchweek 3,Tue,Home,W,2,0,Burton Albion,58,24522,Ben Gibson,4-3-3,Tim Robinson,Match Report,,16,6,,,0,0,2017,Middlesbrough
2017-08-19,15:00,Championship,Matchweek 4,Sat,Away,L,1,2,Nott'ham Forest,49,26265,Ben Gibson,4-3-3,Graham Scott,Match Report,,17,7,,,0,0,2017,Middlesbrough
2017-08-26,15:00,Championship,Matchweek 5,Sat,Home,D,0,0,Preston,48,25295,Ben Gibson,3-5-2,Darren England,Match Report,,5,1,,,0,0,2017,Middlesbrough
2017-09-09,15:00,Championship,Matchweek 6,Sat,Away,W,3,0,Bolton,66,17385,Grant Leadbitter,4-4-1-1,Geoff Eltringham,Match Report,,14,5,,,0,0,2017,Middlesbrough
2017-09-12,19:45,Championship,Matchweek 7,Tue,Away,D,0,0,Aston Villa,29,26631,Grant Leadbitter,4-4-1-1,James Linington,Match Report,,5,2,,,0,0,2017,Middlesbrough
2017-09-16,15:00,Championship,Matchweek 8,Sat,Home,W,3,2,QPR,64,24790,Grant Leadbitter,4-3-3,Darren Bond,Match Report,,16,8,,,0,0,2017,Middlesbrough
2017-09-23,15:00,Championship,Matchweek 9,Sat,Away,D,1,1,Fulham,38,20718,Ben Gibson,4-4-2,Oliver Langford,Match Report,,13,3,,,0,0,2017,Middlesbrough
2017-09-26,19:45,Championship,Matchweek 10,Tue,Home,L,0,1,Norwich City,61,24084,Ben Gibson,4-2-3-1,Jeremy Simpson,Match Report,,21,5,,,0,0,2017,Middlesbrough
2017-09-30,15:00,Championship,Matchweek 11,Sat,Home,D,2,2,Brentford,51,24545,Ben Gibson,4-4-2,Paul Tierney,Match Report,,8,3,,,0,0,2017,Middlesbrough
2017-10-14,15:00,Championship,Matchweek 12,Sat,Away,D,2,2,Barnsley,67,17163,Grant Leadbitter,4-2-3-1,Lee Mason,Match Report,,21,6,,,0,0,2017,Middlesbrough
2017-10-21,15:00,Championship,Matchweek 13,Sat,Home,L,0,1,Cardiff City,59,24806,Grant Leadbitter,4-3-1-2,Andy Madley,Match Report,,11,2,,,0,0,2017,Middlesbrough
2017-10-28,15:00,Championship,Matchweek 14,Sat,Away,W,2,0,Reading,32,17928,Grant Leadbitter,4-2-3-1,Oliver Langford,Match Report,,10,3,,,1,1,2017,Middlesbrough
2017-10-31,19:45,Championship,Matchweek 15,Tue,Away,W,3,1,Hull City,40,15454,Grant Leadbitter,4-2-3-1,Tim Robinson,Match Report,,9,7,,,1,1,2017,Middlesbrough
2017-11-05,12:15,Championship,Matchweek 16,Sun,Home,W,1,0,Sunderland,47,29277,Grant Leadbitter,4-2-3-1,Jeremy Simpson,Match Report,,6,4,,,0,0,2017,Middlesbrough
2017-11-19,13:15,Championship,Matchweek 17,Sun,Away,L,1,2,Leeds United,57,33771,Grant Leadbitter,4-2-3-1,Keith Stroud,Match Report,,10,2,,,1,1,2017,Middlesbrough
2017-11-22,19:45,Championship,Matchweek 18,Wed,Home,W,2,0,Birmingham City,54,22848,Grant Leadbitter,4-2-3-1,Darren England,Match Report,,17,8,,,0,0,2017,Middlesbrough
2017-11-25,15:00,Championship,Matchweek 19,Sat,Home,L,0,3,Derby County,59,24607,Ben Gibson,4-2-3-1,Simon Hooper,Match Report,,16,2,,,0,0,2017,Middlesbrough
2017-12-02,17:30,Championship,Matchweek 20,Sat,Away,L,1,2,Bristol City,51,18752,Ben Gibson,4-2-3-1,Steve Martin,Match Report,,7,1,,,0,0,2017,Middlesbrough
2017-12-09,15:00,Championship,Matchweek 21,Sat,Home,W,2,0,Ipswich Town,57,22989,Grant Leadbitter,4-2-2-2,Robert Jones,Match Report,,18,6,,,0,0,2017,Middlesbrough
2017-12-16,15:00,Championship,Matchweek 22,Sat,Away,L,1,2,Millwall,66,12026,Grant Leadbitter,4-2-3-1,Oliver Langford,Match Report,,12,3,,,0,0,2017,Middlesbrough
2017-12-23,15:00,Championship,Matchweek 23,Sat,Away,W,2,1,Sheffield Weds,55,27471,Grant Leadbitter,4-2-3-1,Peter Bankes,Match Report,,13,4,,,0,1,2017,Middlesbrough
2017-12-26,15:00,Championship,Matchweek 24,Tue,Home,W,2,0,Bolton,59,29443,Grant Leadbitter,4-2-3-1,Jeremy Simpson,Match Report,,16,6,,,0,0,2017,Middlesbrough
2017-12-30,15:00,Championship,Matchweek 25,Sat,Home,L,0,1,Aston Villa,45,29422,Grant Leadbitter,4-4-2,Andy Madley,Match Report,,13,1,,,0,0,2017,Middlesbrough
2018-01-01,15:00,Championship,Matchweek 26,Mon,Away,W,3,2,Preston,37,15101,Grant Leadbitter,4-3-3,David Coote,Match Report,,7,4,,,0,0,2017,Middlesbrough
2018-01-13,15:00,Championship,Matchweek 27,Sat,Home,L,0,1,Fulham,37,23850,Grant Leadbitter,4-3-3,Geoff Eltringham,Match Report,,9,0,,,0,0,2017,Middlesbrough
2018-01-20,15:00,Championship,Matchweek 28,Sat,Away,W,3,0,QPR,42,14182,Grant Leadbitter,4-2-3-1,Oliver Langford,Match Report,,12,5,,,0,0,2017,Middlesbrough
2018-01-30,19:45,Championship,Matchweek 29,Tue,Home,D,0,0,Sheffield Weds,49,24120,Grant Leadbitter,4-3-3,James Linington,Match Report,,21,7,,,0,0,2017,Middlesbrough
2018-02-03,15:00,Championship,Matchweek 30,Sat,Away,L,0,1,Norwich City,26,25960,Grant Leadbitter,4-3-3,Mike Jones,Match Report,,9,1,,,0,0,2017,Middlesbrough
2018-02-10,15:00,Championship,Matchweek 31,Sat,Home,W,2,1,Reading,41,23491,Grant Leadbitter,4-3-3,David Coote,Match Report,,15,4,,,0,1,2017,Middlesbrough
2018-02-17,15:00,Championship,Matchweek 32,Sat,Away,L,0,1,Cardiff City,50,18720,Grant Leadbitter,4-3-3,Darren Bond,Match Report,,8,1,,,0,0,2017,Middlesbrough
2018-02-20,19:45,Championship,Matchweek 33,Tue,Home,W,3,1,Hull City,33,23111,Grant Leadbitter,4-3-3,Andy Madley,Match Report,,12,4,,,0,0,2017,Middlesbrough
2018-02-24,15:00,Championship,Matchweek 34,Sat,Away,D,3,3,Sunderland,49,29048,Grant Leadbitter,4-2-3-1,Tim Robinson,Match Report,,11,4,,,1,1,2017,Middlesbrough
2018-03-02,19:45,Championship,Matchweek 35,Fri,Home,W,3,0,Leeds United,47,27621,Grant Leadbitter,4-3-3,Darren England,Match Report,,20,6,,,0,0,2017,Middlesbrough
2018-03-06,19:45,Championship,Matchweek 36,Tue,Away,W,1,0,Birmingham City,45,18301,Ben Gibson,4-3-3,Steve Martin,Match Report,,8,3,,,0,0,2017,Middlesbrough
2018-03-10,15:00,Championship,Matchweek 37,Sat,Home,W,3,1,Barnsley,46,24917,Ben Gibson,4-3-3,Andrew Davies,Match Report,,9,5,,,0,0,2017,Middlesbrough
2018-03-17,15:00,Championship,Matchweek 38,Sat,Away,D,1,1,Brentford,32,11134,Ben Gibson,4-3-3,Simon Hooper,Match Report,,9,4,,,0,0,2017,Middlesbrough
2018-03-30,17:30,Championship,Matchweek 39,Fri,Home,L,1,2,Wolves,55,27658,Grant Leadbitter,4-3-3,Stuart Attwell,Match Report,,17,3,,,0,0,2017,Middlesbrough
2018-04-02,15:00,Championship,Matchweek 40,Mon,Away,D,1,1,Burton Albion,56,4468,Grant Leadbitter,4-3-3,David Coote,Match Report,,14,3,,,0,0,2017,Middlesbrough
2018-04-07,15:00,Championship,Matchweek 41,Sat,Home,W,2,0,Nott'ham Forest,38,25812,Grant Leadbitter,4-3-3,David Webb,Match Report,,13,8,,,0,0,2017,Middlesbrough
2018-04-10,19:45,Championship,Matchweek 42,Tue,Away,L,1,2,Sheffield Utd,34,26557,Grant Leadbitter,4-3-3,Darren Bond,Match Report,,7,2,,,0,0,2017,Middlesbrough
2018-04-14,15:00,Championship,Matchweek 43,Sat,Home,W,2,1,Bristol City,58,24812,Ben Gibson,4-3-3,Andy Madley,Match Report,,22,3,,,0,0,2017,Middlesbrough
2018-04-21,15:00,Championship,Matchweek 44,Sat,Away,W,2,1,Derby County,44,28096,Ben Gibson,4-3-3,Lee Probert,Match Report,,14,4,,,0,0,2017,Middlesbrough
2018-04-28,17:30,Championship,Matchweek 45,Sat,Home,W,2,0,Millwall,44,28606,Ben Gibson,4-3-3,Paul Tierney,Match Report,,17,3,,,0,0,2017,Middlesbrough
2018-05-06,12:30,Championship,Matchweek 46,Sun,Away,D,2,2,Ipswich Town,61,18829,Ben Gibson,4-3-3,David Coote,Match Report,,28,7,,,0,0,2017,Middlesbrough
2018-05-12,17:15,Championship,Semi-finals,Sat,Home,L,0,1,Aston Villa,62,29233,Ben Gibson,4-3-3,Robert Madley,Match Report,Leg 1 of 2,16,2,,,0,0,2017,Middlesbrough
2018-05-15,19:45,Championship,Semi-finals,Tue,Away,D,0,0,Aston Villa,54,40505,Ben Gibson,4-3-3,Mike Dean,Match Report,Leg 2 of 2; Aston Villa won,9,0,,,0,0,2017,Middlesbrough
2017-08-04,19:45,Championship,Matchweek 1,Fri,Away,D,1,1,Sunderland,54,29578,Richard Keogh,4-3-3,Oliver Langford,Match Report,,12,5,,,0,0,2017,Derby County
2017-08-12,15:00,Championship,Matchweek 2,Sat,Home,L,0,2,Wolves,52,27757,Richard Keogh,4-3-3,Lee Probert,Match Report,,13,3,,,0,0,2017,Derby County
2017-08-15,19:45,Championship,Matchweek 3,Tue,Home,W,1,0,Preston,41,24371,Richard Keogh,4-2-3-1,Geoff Eltringham,Match Report,,15,5,,,1,1,2017,Derby County
2017-08-19,15:00,Championship,Matchweek 4,Sat,Away,W,2,1,Bolton,48,15175,Richard Keogh,4-2-3-1,Steve Martin,Match Report,,10,2,,,0,0,2017,Derby County
2017-08-26,15:00,Championship,Matchweek 5,Sat,Away,L,1,3,Sheffield Utd,47,26202,Richard Keogh,4-2-3-1,Andy Madley,Match Report,,15,2,,,0,0,2017,Derby County
2017-09-08,19:45,Championship,Matchweek 6,Fri,Home,W,5,0,Hull City,42,25107,Richard Keogh,4-2-3-1,Darren Bond,Match Report,,15,7,,,0,0,2017,Derby County
2017-09-16,15:00,Championship,Matchweek 8,Sat,Away,L,1,4,Bristol City,46,19473,Richard Keogh,4-2-3-1,Martin Atkinson,Match Report,,11,2,,,1,1,2017,Derby County
2017-09-23,15:00,Championship,Matchweek 9,Sat,Home,D,1,1,Birmingham City,54,27392,Richard Keogh,4-2-3-1,Roger East,Match Report,,11,4,,,0,0,2017,Derby County
2017-09-26,19:45,Championship,Matchweek 10,Tue,Away,D,1,1,Brentford,24,8679,Richard Keogh,4-2-3-1,Andrew Davies,Match Report,,3,2,,,0,0,2017,Derby County
2017-09-30,15:00,Championship,Matchweek 11,Sat,Away,D,0,0,Cardiff City,55,18480,Richard Keogh,4-2-3-1,James Linington,Match Report,,7,2,,,0,0,2017,Derby County
2017-10-15,13:15,Championship,Matchweek 12,Sun,Home,W,2,0,Nott'ham Forest,43,31196,Richard Keogh,4-2-3-1,Andy Madley,Match Report,,14,4,,,0,0,2017,Derby County
2017-10-21,15:00,Championship,Matchweek 13,Sat,Home,W,2,0,Sheffield Weds,60,27426,Richard Keogh,4-2-3-1,Scott Duncan,Match Report,,16,7,,,1,1,2017,Derby County
2017-10-28,15:00,Championship,Matchweek 14,Sat,Away,W,2,1,Norwich City,42,26048,Richard Keogh,4-2-3-1,Peter Bankes,Match Report,,12,5,,,0,0,2017,Derby County
2017-10-31,19:45,Championship,Matchweek 15,Tue,Away,W,2,1,Leeds United,55,28565,Richard Keogh,4-2-3-1,Simon Hooper,Match Report,,8,3,,,1,1,2017,Derby County
2017-11-04,15:00,Championship,Matchweek 16,Sat,Home,L,2,4,Reading,49,25928,Richard Keogh,4-2-3-1,Keith Stroud,Match Report,,13,4,,,0,0,2017,Derby County
2017-11-18,17:30,Championship,Matchweek 17,Sat,Away,D,1,1,Fulham,43,18192,Richard Keogh,4-2-3-1,Darren Bond,Match Report,,5,2,,,0,0,2017,Derby County
2017-11-21,19:45,Championship,Matchweek 18,Tue,Home,W,2,0,QPR,52,23296,Richard Keogh,4-2-3-1,Paul Tierney,Match Report,,13,4,,,0,0,2017,Derby County
2017-11-25,15:00,Championship,Matchweek 19,Sat,Away,W,3,0,Middlesbrough,41,24607,Richard Keogh,4-2-3-1,Simon Hooper,Match Report,,13,8,,,1,1,2017,Derby County
2017-11-28,19:45,Championship,Matchweek 7,Tue,Home,L,0,1,Ipswich Town,64,24475,Richard Keogh,4-2-3-1,Scott Duncan,Match Report,,14,3,,,0,0,2017,Derby County
2017-12-02,15:00,Championship,Matchweek 20,Sat,Home,W,1,0,Burton Albion,60,26761,Richard Keogh,4-2-3-1,David Coote,Match Report,,20,5,,,0,0,2017,Derby County
2017-12-09,15:00,Championship,Matchweek 21,Sat,Away,W,3,0,Barnsley,47,13973,Richard Keogh,4-2-3-1,Tim Robinson,Match Report,,13,3,,,0,0,2017,Derby County
2017-12-16,15:00,Championship,Matchweek 22,Sat,Home,W,2,0,Aston Villa,33,28118,Richard Keogh,4-2-3-1,Lee Probert,Match Report,,11,8,,,0,0,2017,Derby County
2017-12-23,15:00,Championship,Matchweek 23,Sat,Home,W,3,0,Millwall,52,25813,Richard Keogh,4-2-3-1,Darren England,Match Report,,15,7,,,0,0,2017,Derby County
2017-12-26,15:00,Championship,Matchweek 24,Tue,Away,D,0,0,Hull City,42,18026,Richard Keogh,4-2-3-1,Tony Harrington,Match Report,,7,3,,,0,0,2017,Derby County
2017-12-30,15:00,Championship,Matchweek 25,Sat,Away,W,2,1,Ipswich Town,47,17267,Richard Keogh,4-2-3-1,Oliver Langford,Match Report,,17,6,,,0,0,2017,Derby County
2018-01-01,15:00,Championship,Matchweek 26,Mon,Home,D,1,1,Sheffield Utd,42,30003,Richard Keogh,4-2-3-1,Darren Bond,Match Report,,6,1,,,1,1,2017,Derby County
2018-01-13,15:00,Championship,Matchweek 27,Sat,Away,W,3,0,Birmingham City,48,22121,Richard Keogh,4-2-3-1,Lee Probert,Match Report,,12,7,,,0,0,2017,Derby County
2018-01-19,19:45,Championship,Matchweek 28,Fri,Home,D,0,0,Bristol City,44,26525,Richard Keogh,4-2-3-1,Darren England,Match Report,,20,5,,,0,0,2017,Derby County
2018-01-30,19:45,Championship,Matchweek 29,Tue,Away,D,0,0,Millwall,59,10931,Richard Keogh,4-2-3-1,Oliver Langford,Match Report,,12,3,,,0,0,2017,Derby County
2018-02-03,15:00,Championship,Matchweek 30,Sat,Home,W,3,0,Brentford,54,25938,Richard Keogh,4-2-3-1,Peter Bankes,Match Report,,13,7,,,1,1,2017,Derby County
2018-02-10,15:00,Championship,Matchweek 31,Sat,Home,D,1,1,Norwich City,41,27171,Richard Keogh,4-2-3-1,Jeremy Simpson,Match Report,,7,2,,,0,0,2017,Derby County
2018-02-13,19:45,Championship,Matchweek 32,Tue,Away,L,0,2,Sheffield Weds,60,24180,Richard Keogh,4-2-3-1,David Coote,Match Report,,18,4,,,0,0,2017,Derby County
2018-02-21,19:45,Championship,Matchweek 33,Wed,Home,D,2,2,Leeds United,57,27934,Richard Keogh,4-2-3-1,Keith Stroud,Match Report,,25,4,,,0,0,2017,Derby County
2018-02-24,15:00,Championship,Matchweek 34,Sat,Away,D,3,3,Reading,28,17647,Richard Keogh,4-2-3-1,Tony Harrington,Match Report,,11,6,,,0,0,2017,Derby County
2018-03-03,15:00,Championship,Matchweek 35,Sat,Home,L,1,2,Fulham,43,27138,Richard Keogh,4-2-3-1,Lee Mason,Match Report,,18,4,,,0,0,2017,Derby County
2018-03-06,19:45,Championship,Matchweek 36,Tue,Away,D,1,1,QPR,41,11488,Richard Keogh,4-2-3-1,Simon Hooper,Match Report,,6,3,,,0,0,2017,Derby County
2018-03-11,14:30,Championship,Matchweek 37,Sun,Away,D,0,0,Nott'ham Forest,46,29106,Richard Keogh,4-2-3-1,Jeremy Simpson,Match Report,,15,2,,,0,0,2017,Derby County
2018-03-30,19:45,Championship,Matchweek 39,Fri,Home,L,1,4,Sunderland,60,27890,Richard Keogh,4-2-3-1,James Linington,Match Report,,7,1,,,0,0,2017,Derby County
2018-04-02,12:45,Championship,Matchweek 40,Mon,Away,W,1,0,Preston,36,13520,Curtis Davies,4-2-3-1,Tony Harrington,Match Report,,2,1,,,0,0,2017,Derby County
2018-04-07,15:00,Championship,Matchweek 41,Sat,Home,W,3,0,Bolton,54,25723,Curtis Davies,4-2-3-1,Darren England,Match Report,,9,5,,,0,0,2017,Derby County
2018-04-11,19:45,Championship,Matchweek 42,Wed,Away,L,0,2,Wolves,43,28503,Curtis Davies,4-2-3-1,Tim Robinson,Match Report,,6,1,,,0,0,2017,Derby County
2018-04-14,15:00,Championship,Matchweek 43,Sat,Away,L,1,3,Burton Albion,60,5563,Curtis Davies,4-2-3-1,James Linington,Match Report,,10,2,,,0,1,2017,Derby County
2018-04-21,15:00,Championship,Matchweek 44,Sat,Home,L,1,2,Middlesbrough,57,28096,Curtis Davies,3-4-3,Lee Probert,Match Report,,16,7,,,1,1,2017,Derby County
2018-04-24,19:45,Championship,Matchweek 38,Tue,Home,W,3,1,Cardiff City,55,30294,Curtis Davies,3-4-3,Andy Madley,Match Report,,17,4,,,0,0,2017,Derby County
2018-04-28,15:00,Championship,Matchweek 45,Sat,Away,D,1,1,Aston Villa,28,41745,Curtis Davies,3-4-3,Scott Duncan,Match Report,,7,3,,,0,0,2017,Derby County
2018-05-06,12:30,Championship,Matchweek 46,Sun,Home,W,4,1,Barnsley,53,30682,Curtis Davies,3-4-3,Simon Hooper,Match Report,,16,5,,,0,0,2017,Derby County
2018-05-11,19:45,Championship,Semi-finals,Fri,Home,W,1,0,Fulham,26,27163,Curtis Davies,3-4-3,Roger East,Match Report,Leg 1 of 2,3,1,,,0,0,2017,Derby County
2018-05-14,19:45,Championship,Semi-finals,Mon,Away,L,0,2,Fulham,36,23529,Curtis Davies,3-4-3,Chris Kavanagh,Match Report,Leg 2 of 2; Fulham won,14,1,,,0,0,2017,Derby County
2017-08-05,15:00,Championship,Matchweek 1,Sat,Home,W,1,0,Sheffield Weds,58,18267,Greg Cunningham,4-1-4-1,Tony Harrington,Match Report,,11,3,,,1,1,2017,Preston North End
2017-08-12,15:00,Championship,Matchweek 2,Sat,Away,D,0,0,Leeds United,38,32880,Greg Cunningham,4-1-4-1,Scott Duncan,Match Report,,10,1,,,0,0,2017,Preston North End
2017-08-15,19:45,Championship,Matchweek 3,Tue,Away,L,0,1,Derby County,59,24371,Greg Cunningham,3-5-1-1,Geoff Eltringham,Match Report,,9,4,,,0,0,2017,Preston North End
